OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-06-30T19:57:11.683872,14.64668379,.0015423,97.8303,5.6179,34.8755,89.1531,0,U,29268,999,6347,.72737E-4,.342E-5,0
LAPAN-TUBSAT,2007-001A,2026-06-30T20:33:28.659744,14.85961669,.0012963,98.1340,181.3889,135.9851,224.2398,0,U,29709,999,5318,-.14776E-4,-.187E-5,0
HAIYANG-1B,2007-010A,2026-06-30T10:18:40.329216,14.31030131,.00138922,98.3501,162.7616,157.0891,203.0915,0,U,31113,999,253,.50222182E-4,.91E-6,0
COSMO-SKYMED 1,2007-023A,2026-06-30T20:04:18.045408,14.97169648,.0001517,97.8855,13.8074,84.0744,276.0650,0,U,31598,999,3183,.17706E-3,.1986E-4,0
TERRASAR-X,2007-026A,2026-06-30T15:05:33.044352,15.19151223,.0001922,97.4453,189.1447,88.4966,271.6489,0,U,31698,999,5526,.27537E-4,.511E-5,0
WORLDVIEW-1 (WV-1),2007-041A,2026-06-30T19:33:20.718432,15.24414368,.0001051,97.3895,301.3642,318.1457,41.9700,0,U,32060,999,4495,.27386E-3,.6645E-4,0
YAOGAN-3,2007-055A,2026-06-30T21:16:58.885824,14.90829238,.00016,97.8144,211.6284,79.3800,280.7599,0,U,32289,999,791,.16056E-3,.1525E-4,0
COSMO-SKYMED 2,2007-059A,2026-06-30T19:09:21.832704,14.82156327,.0001342,97.8888,5.1987,89.5676,270.5691,0,U,32376,999,402,.55048E-4,.386E-5,0
RADARSAT-2,2007-061A,2026-06-30T21:24:32.366592,14.29979658,.0001309,98.5773,188.6281,84.4029,275.7302,0,U,32382,999,96791,-.71116E-4,-.227E-5,0
CARTOSAT-2A,2008-021A,2026-06-30T20:17:51.787392,14.79259343,.0013286,97.7629,230.0878,69.3816,290.8820,0,U,32783,999,98082,.11506E-3,.806E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-06-30T20:29:44.753280,14.84017703,.0020668,97.6681,167.1638,93.0490,267.3090,0,U,33320,999,96043,.16146E-3,.1298E-4,0
HUANJING 1B (HJ-1B),2008-041B,2026-06-30T21:31:20.371584,14.83338468,.0037252,97.6518,170.3353,136.3827,224.0343,0,U,33321,999,96044,.30116E-4,.198E-5,0
GEOEYE 1,2008-042A,2026-06-30T17:54:54.023040,14.64638223,.000501,98.1335,255.5110,31.0752,329.0746,0,U,33331,999,95213,.94897E-4,.457E-5,0
THEOS,2008-049A,2026-06-30T20:22:03.054144,14.20135186,.0001128,98.5569,238.6883,81.8560,278.2745,0,U,33396,999,91990,.82759E-4,.134E-5,0
COSMO-SKYMED 3,2008-054A,2026-06-30T21:18:22.420800,15.07032613,.001474,97.8266,40.6856,216.5320,143.4902,0,U,33412,999,95900,.1894E-3,.2778E-4,0
