OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
TEVEL2-6,2025-052F,2026-08-10T16:50:17.376000,15.36191067,.00002474,97.3831,119.1501,26.1680,333.9577,0,U,63215,999,7847,.26951599E-3,.9425E-4,0
TEVEL2-1,2025-052H,2026-08-10T16:27:12.960288,15.35591470,.00009331,97.3804,118.6905,356.7851,3.3386,0,U,63217,999,7845,.25997281E-3,.8915E-4,0
TEVEL2-3,2025-052J,2026-08-10T16:16:19.118784,15.35660943,.00008921,97.3807,118.7130,15.4700,344.6571,0,U,63218,999,7845,.28530232E-3,.9814E-4,0
TEVEL2-2,2025-052K,2026-08-10T16:27:06.242688,15.35604496,.00009409,97.3805,118.6941,356.4817,3.6419,0,U,63219,999,7845,.2607086E-3,.8944E-4,0
OTP-2,2025-052AB,2026-08-10T15:30:55.541088,15.24659386,.00055607,97.3795,114.2691,350.3765,9.7365,0,U,63235,999,7816,.15389124E-3,.3731E-4,0
TEVEL2-9,2025-052AD,2026-08-10T16:05:29.343264,15.33484794,.00042223,97.3865,117.9303,328.0745,32.0241,0,U,63237,999,7837,.28502658E-3,.915E-4,0
TEVEL2-7,2025-052AE,2026-08-10T15:46:31.516608,15.33147765,.00043475,97.3868,117.8090,326.9870,33.1100,0,U,63238,999,7836,.28300654E-3,.8988E-4,0
TEVEL2-8,2025-052AF,2026-08-10T15:59:07.902816,15.33134834,.00043449,97.3869,117.7930,329.4048,30.6941,0,U,63239,999,7836,.28405793E-3,.9018E-4,0
INNOSAT 16 (RS92S7),2025-155C,2026-08-10T21:30:27.952704,15.25996491,.00102878,97.4611,189.8858,4.7311,355.4022,0,U,64878,999,8901,.12500319E-3,.3143E-4,0
GEOSCAN 6 (RS92S6),2025-155D,2026-08-10T21:35:22.268256,15.31128039,.00072156,97.4597,191.7166,1.2707,358.8551,0,U,64879,999,8913,.18769886E-3,.5569E-4,0
GEOSCAN 1 (RS92S1),2025-155E,2026-08-10T21:05:49.174368,15.31810642,.00071072,97.4592,191.8951,2.0974,358.0296,0,U,64880,999,8914,.1961298E-3,.5948E-4,0
239ALFEROV (RS61S),2025-155F,2026-08-10T21:28:36.552864,15.34350878,.00066652,97.4589,192.6699,2.8756,357.2523,0,U,64881,999,8919,.23585863E-3,.7769E-4,0
GEOSCAN 2 (RS92S2),2025-155Q,2026-08-10T20:43:23.694816,15.32063191,.00059254,97.4592,192.0528,349.7785,10.3335,0,U,64890,999,8915,.20546865E-3,.6284E-4,0
GEOSCAN 5 (RS92S5),2025-155R,2026-08-10T20:57:06.108768,15.34645635,.00058597,97.4583,192.8054,11.7146,348.4233,0,U,64891,999,8920,.24307816E-3,.8084E-4,0
GEOSCAN 4 (RS92S4),2025-155S,2026-08-10T21:59:37.242528,15.34829316,.00056913,97.4587,192.9151,12.4635,347.6747,0,U,64892,999,8921,.24691353E-3,.8261E-4,0
GEOSCAN 3 (RS92S3),2025-155T,2026-08-10T21:43:42.067200,15.37171845,.00056111,97.4572,193.5053,14.7027,345.4380,0,U,64893,999,8925,.27291056E-3,.9855E-4,0
INNOSAT 3 (RS92S0),2025-155U,2026-08-10T21:11:31.371072,15.47788796,.00043799,97.4512,195.8613,34.1363,326.0168,0,U,64894,999,8941,.47629086E-3,.24666E-3,0
KNACKSAT-2,1998-067XZ,2026-08-10T17:11:57.840288,15.65020690,.00070213,51.6278,19.1785,44.3659,315.7898,0,U,67683,999,2880,.35859656E-3,.35597E-3,0
MARINA,2026-156BD,2026-08-10T16:18:51.506784,14.92046538,.0008702,97.7494,122.5762,48.5030,311.6934,0,U,69920,999,512,.12758797E-3,.1239E-4,0
